Date,Open,High,Low,Close,Adj Close,Volume
2021-02-18,142.979996,145.389999,141.210007,145.089996,144.007141,4486800
2021-02-19,145.429993,145.5,141.5,142.020004,140.960068,7486000
2021-02-22,141.539993,142.460007,136.259995,136.669998,135.649979,8985900
2021-02-23,136.029999,136.830002,131.580002,136.130005,135.114044,10364100
2021-02-24,135.059998,135.960007,133.949997,135.649994,134.637604,6360900
2021-02-25,137.600006,139.179993,134.529999,135.539993,134.528412,5674300
2021-02-26,135.899994,136.850006,133.360001,134.779999,134.046066,6650200
2021-03-01,135.639999,139.149994,135.5,137.649994,136.900436,5717800
2021-03-02,137.559998,138.259995,135.610001,137.020004,136.273865,5292700
2021-03-03,137.089996,137.410004,134.149994,134.259995,133.528885,4888400
2021-03-04,134.0,135.130005,130.179993,132.039993,131.320984,7181500
2021-03-05,133.539993,133.679993,129.190002,133.350006,132.62384,5957100
2021-03-08,133.639999,135.630005,132.369995,134.559998,133.827271,4983000
2021-03-09,135.509995,138.0,135.449997,135.949997,135.209686,5977800
2021-03-10,136.5,138.199997,136.100006,137.589996,136.840759,4519600
2021-03-11,139.179993,142.199997,138.559998,141.190002,140.421173,5696500
2021-03-12,140.0,140.910004,138.600006,140.449997,139.685181,4143200
2021-03-15,140.699997,145.0,140.669998,144.940002,144.150757,5413900
2021-03-16,145.880005,146.149994,143.839996,144.649994,143.86232,5623000
2021-03-17,143.199997,146.149994,143.199997,144.820007,144.031403,5134400
2021-03-18,144.369995,146.660004,142.550003,143.169998,142.390366,10188400
2021-03-19,140.0,142.860001,135.509995,137.490005,136.741302,24980400
2021-03-22,137.630005,138.809998,136.029999,138.270004,137.517059,7537300
2021-03-23,138.490005,140.639999,136.550003,137.119995,136.373322,5582600
2021-03-24,136.449997,137.919998,132.880005,133.160004,132.434906,8157600
2021-03-25,127.050003,129.389999,125.440002,128.639999,127.939499,18475800
2021-03-26,131.600006,133.190002,129.770004,132.990005,132.265808,10010500
2021-03-29,132.940002,133.910004,130.660004,133.490005,132.763092,7153900
2021-03-30,132.350006,133.350006,131.220001,132.949997,132.226013,6026600
2021-03-31,133.089996,134.179993,131.919998,132.889999,132.166351,6878900
2021-04-01,134.690002,134.690002,132.210007,132.529999,131.808319,5720600
2021-04-05,133.100006,135.679993,133.100006,135.119995,134.384216,5508900
2021-04-06,135.440002,137.710007,134.929993,137.160004,136.413116,4670100
2021-04-07,136.990005,138.240005,136.360001,136.539993,135.796478,6646000
2021-04-08,137.279999,137.309998,133.410004,133.679993,132.952057,8748400
2021-04-09,133.940002,135.5,133.5,135.449997,134.712402,6056800
2021-04-12,134.75,136.899994,134.220001,136.639999,135.895935,5638200
2021-04-13,135.600006,135.990005,133.399994,133.539993,132.812805,8778200
2021-04-14,133.539993,134.179993,131.820007,132.259995,131.53978,7354100
2021-04-15,133.0,134.070007,132.679993,133.669998,132.942108,6284800
2021-04-16,134.710007,134.770004,133.729996,134.309998,133.578629,6852500
2021-04-19,134.300003,134.380005,132.149994,132.570007,131.848099,5613600
2021-04-20,129.169998,129.899994,125.699997,127.110001,126.417831,13268700
2021-04-21,127.589996,130.330002,127.370003,129.899994,129.192627,7110900
2021-04-22,129.889999,130.369995,127.980003,129.179993,128.476563,6442900
2021-04-23,128.929993,130.649994,128.460007,130.190002,129.481049,7489000
2021-04-26,130.490005,131.699997,129.320007,131.600006,130.883377,8217800
2021-04-27,132.0,132.789993,131.410004,132.110001,131.39061,5833100
2021-04-28,132.259995,132.330002,130.350006,130.710007,129.998245,8195400
2021-04-29,131.770004,134.119995,131.229996,133.259995,132.534332,6612500
2021-04-30,132.440002,133.880005,132.050003,132.619995,131.897827,5643600
2021-05-03,133.369995,134.449997,132.589996,133.029999,132.305603,5053000
2021-05-04,132.229996,132.589996,130.479996,131.550003,130.833649,6129500
2021-05-05,132.699997,134.220001,132.080002,132.210007,131.490067,6234200
2021-05-06,132.600006,133.839996,131.940002,133.490005,132.763092,5201000
2021-05-07,135.0,139.360001,134.720001,137.809998,137.05957,10566700
2021-05-10,138.0,138.899994,136.300003,136.399994,135.657242,5669300
2021-05-11,138.380005,138.380005,135.009995,137.119995,136.373322,8045400
2021-05-12,135.419998,136.820007,133.339996,133.389999,132.663635,5865100
2021-05-13,133.699997,135.029999,132.490005,133.610001,132.882431,6284300
2021-05-14,134.339996,136.679993,134.050003,135.929993,135.189789,4367900
2021-05-17,136.330002,137.070007,135.5,136.410004,135.667206,3934200
2021-05-18,136.440002,137.470001,135.449997,135.559998,134.821808,5664700
2021-05-19,133.479996,133.970001,131.960007,132.960007,132.235977,5582300
2021-05-20,133.779999,134.210007,132.190002,133.270004,132.544296,4934800
2021-05-21,133.830002,134.169998,132.410004,132.660004,131.937622,5329700
2021-05-24,133.100006,134.350006,132.809998,134.059998,133.329987,4313200
2021-05-25,134.940002,135.169998,133.850006,134.320007,133.588577,4885800
2021-05-26,135.199997,137.919998,135.0,136.889999,136.144577,6781500
2021-05-27,137.550003,138.309998,136.460007,136.559998,135.81636,12882300
2021-05-28,136.240005,137.350006,136.089996,136.460007,135.990784,4153500
2021-06-01,137.850006,138.050003,134.210007,134.509995,134.04747,5577900
2021-06-02,134.589996,135.490005,133.529999,134.169998,133.708649,5226100
2021-06-03,133.199997,134.690002,132.509995,134.169998,133.708649,5027400
2021-06-04,134.5,134.940002,132.279999,133.740005,133.280121,5217100
2021-06-07,134.0,135.199997,133.449997,133.949997,133.489395,3765000
2021-06-08,134.690002,134.720001,132.410004,133.350006,132.891464,4915200
2021-06-09,133.619995,134.899994,131.449997,131.839996,131.386642,6448100
2021-06-10,131.5,132.570007,130.190002,130.979996,130.529602,6584100
2021-06-11,131.5,131.990005,130.529999,131.940002,131.486313,5414500
2021-06-14,131.699997,132.050003,130.130005,131.360001,130.908295,5743600
2021-06-15,131.539993,131.75,129.830002,130.289993,129.84198,5168100
2021-06-16,130.300003,131.169998,129.600006,130.399994,129.951599,7915500
2021-06-17,129.240005,129.880005,127.860001,128.919998,128.4767,8568100
2021-06-18,126.68,129.029999,126.68,128.410004,127.968452,9784800
2021-06-21,129.240005,130.759995,128.699997,130.080002,129.632706,6288500
2021-06-22,130.830002,132.690002,130.130005,132.479996,132.024445,6043800
2021-06-23,132.809998,133.699997,132.210007,133.100006,132.642319,4566000
2021-06-24,133.899994,134.820007,132.899994,133.600006,133.140594,11420500
2021-06-25,152.410004,154.589996,150.479996,154.350006,153.81926,46285400
2021-06-28,153.919998,154.050003,151.509995,152.360001,151.83609,13133300
2021-06-29,153.259995,156.399994,152.910004,155.949997,155.413742,10279900
2021-06-30,154.789993,155.339996,153.520004,154.490005,153.958771,10281800
2021-07-01,154.070007,158.210007,153.889999,158.0,157.456696,9011500
2021-07-02,158.210007,159.970001,157.639999,159.740005,159.19072,6396700
2021-07-06,159.919998,160.440002,157.860001,160.110001,159.559448,6671000
2021-07-07,160.160004,161.5,158.279999,160.160004,159.609283,5408300
2021-07-08,158.169998,160.820007,157.350006,160.630005,160.077667,6081600
2021-07-09,161.690002,161.960007,160.509995,161.0,160.446381,5002300
2021-07-12,161.639999,162.429993,160.710007,161.820007,161.263565,4992200
2021-07-13,161.350006,162.309998,161.009995,161.589996,161.034348,5747700
2021-07-14,161.869995,162.729996,161.339996,161.539993,160.984528,4928000
2021-07-15,160.860001,162.199997,160.389999,161.690002,161.134018,6432500
2021-07-16,161.619995,161.699997,159.639999,159.850006,159.300339,6603700
2021-07-19,158.149994,158.820007,156.600006,157.869995,157.327148,7377100
2021-07-20,157.259995,160.429993,156.580002,159.740005,159.19072,4629200
2021-07-21,160.5,161.429993,160.009995,161.080002,160.526108,5393100
2021-07-22,161.110001,163.75,160.929993,163.679993,163.117172,4851500
2021-07-23,164.350006,166.449997,163.729996,166.360001,165.787949,4217700
2021-07-26,165.710007,166.529999,163.820007,165.089996,164.522308,3858800
2021-07-27,164.820007,165.610001,162.580002,164.570007,164.00412,4359000
2021-07-28,164.490005,165.899994,164.080002,165.460007,164.891052,4093600
2021-07-29,165.899994,167.029999,165.389999,166.990005,166.415787,3605600
2021-07-30,166.589996,167.869995,166.350006,167.509995,166.93399,5364400
2021-08-02,169.059998,169.979996,168.029999,168.75,168.169724,5532500
2021-08-03,169.220001,171.5,168.490005,171.229996,170.641205,5718100
2021-08-04,171.360001,172.339996,170.960007,171.910004,171.318863,4646200
2021-08-05,171.410004,174.0,171.179993,173.850006,173.252213,3824000
2021-08-06,174.360001,174.380005,172.699997,172.800003,172.205811,4087300
2021-08-09,172.5,173.059998,171.619995,171.770004,171.179352,3612800
2021-08-10,171.559998,173.960007,171.429993,172.270004,171.677628,3747100
2021-08-11,172.0,173.220001,170.940002,171.270004,170.681076,4078300
2021-08-12,170.889999,171.320007,169.479996,170.639999,170.053238,3997100
2021-08-13,170.449997,171.720001,168.779999,171.690002,171.099625,2964100
2021-08-16,170.699997,172.399994,169.660004,172.360001,171.767334,3530200
2021-08-17,171.539993,171.699997,169.380005,170.660004,170.073166,3602900
2021-08-18,169.75,171.800003,168.660004,168.809998,168.229523,5487400
2021-08-19,166.960007,167.539993,164.369995,165.589996,165.020584,7336300
2021-08-20,166.270004,168.009995,165.419998,167.789993,167.213028,4039100
2021-08-23,169.449997,170.899994,169.179993,169.720001,169.136414,3796500
2021-08-24,169.600006,170.869995,168.889999,169.979996,169.395493,3133100
2021-08-25,170.0,170.690002,169.529999,169.839996,169.255981,3003800
2021-08-26,169.380005,169.520004,166.270004,166.919998,166.346024,4069600
2021-08-27,167.270004,168.070007,166.279999,167.580002,167.279343,3010400
2021-08-30,167.889999,168.410004,166.570007,168.029999,167.728531,3537100
2021-08-31,167.550003,167.679993,164.199997,164.740005,164.444443,7545600
2021-09-01,164.919998,166.619995,164.080002,164.559998,164.264755,4706500
2021-09-02,165.240005,165.429993,162.789993,163.669998,163.376358,4632100
2021-09-03,163.199997,164.169998,162.220001,163.289993,162.99704,4254500
2021-09-07,163.699997,163.860001,161.910004,162.639999,162.348206,5648800
2021-09-08,162.0,162.089996,159.75,160.710007,160.421677,6591700
2021-09-09,165.259995,166.149994,163.199997,163.339996,163.046951,8414800
2021-09-10,164.25,165.660004,163.440002,163.589996,163.296494,4250300
2021-09-13,161.559998,162.919998,158.330002,159.520004,159.23381,8814500
2021-09-14,159.169998,159.389999,157.070007,158.759995,158.475159,5323900
2021-09-15,157.5,158.320007,155.669998,157.910004,157.626694,6827100
2021-09-16,157.589996,159.009995,157.199997,157.600006,157.317261,5085900
2021-09-17,157.960007,161.0,156.070007,156.419998,156.139359,7944800
2021-09-20,153.729996,155.270004,152.320007,154.25,153.973267,7041200
2021-09-21,155.089996,156.130005,153.580002,155.020004,154.741882,5857900
2021-09-22,156.789993,158.0,155.600006,157.440002,157.157532,6844800
2021-09-23,158.710007,160.289993,158.270004,159.580002,159.293701,11981500
2021-09-24,151.039993,151.850006,148.0,149.589996,149.321609,26913300
2021-09-27,149.509995,149.910004,147.289993,148.039993,147.774399,11479300
2021-09-28,147.339996,147.529999,145.0,145.300003,145.039322,10692300
2021-09-29,145.710007,147.940002,145.690002,146.020004,145.758026,7794900
2021-09-30,145.880005,147.479996,144.419998,145.229996,144.969437,10133600
2021-10-01,145.220001,148.0,144.369995,147.059998,146.796158,8112300
2021-10-04,147.059998,147.619995,145.759995,147.139999,146.876022,7951000
2021-10-05,148.0,151.0,147.820007,149.460007,149.191864,10881900
2021-10-06,148.0,149.460007,147.509995,148.800003,148.533035,7610700
2021-10-07,150.300003,153.660004,150.259995,151.850006,151.577576,7958000
2021-10-08,152.220001,152.869995,150.669998,152.479996,152.206436,6329300
2021-10-11,151.990005,153.589996,150.059998,150.279999,150.010376,5551200
2021-10-12,152.419998,153.600006,151.300003,153.350006,153.074875,7408600
2021-10-13,154.320007,156.669998,153.160004,156.300003,156.019592,8456300
2021-10-14,158.179993,158.460007,156.25,157.139999,156.858078,6024500
2021-10-15,157.800003,158.330002,156.559998,158.009995,157.726501,5532100
2021-10-18,157.309998,159.470001,155.949997,159.429993,159.143967,5765300
2021-10-19,159.679993,159.929993,156.800003,157.820007,157.536865,6198200
2021-10-20,158.5,158.800003,157.320007,158.449997,158.165726,4487000
2021-10-21,158.449997,162.339996,158.279999,162.179993,161.889023,6121700
2021-10-22,162.279999,164.619995,162.279999,163.479996,163.186691,5323000
2021-10-25,163.229996,164.729996,162.660004,164.220001,163.925369,3878200
2021-10-26,164.820007,165.449997,163.119995,163.789993,163.49614,4711200
2021-10-27,163.649994,164.059998,161.660004,162.350006,162.058731,4163900
2021-10-28,163.009995,164.600006,162.809998,164.460007,164.164948,3762000
2021-10-29,163.059998,167.630005,163.0,167.289993,166.989853,6740000
2021-11-01,167.800003,168.800003,165.889999,166.330002,166.031586,3610800
2021-11-02,166.759995,168.160004,166.110001,167.830002,167.5289,5038000
2021-11-03,169.0,172.869995,168.649994,172.5,172.190521,7176700
2021-11-04,172.210007,175.630005,172.0,175.440002,175.125244,5460100
2021-11-05,175.729996,179.100006,175.5,177.509995,177.191528,5892200
2021-11-08,176.350006,176.539993,170.360001,171.850006,171.541687,8301100
2021-11-09,171.25,173.929993,170.949997,173.820007,173.508163,4343000
2021-11-10,171.229996,172.169998,167.550003,168.259995,167.958115,8185200
2021-11-11,169.600006,169.600006,166.630005,166.970001,166.670441,4994900
2021-11-12,167.5,169.679993,167.399994,169.089996,168.786636,5124600
2021-11-15,169.699997,170.360001,168.520004,168.850006,168.547073,3856700
2021-11-16,169.25,174.0,169.25,171.830002,171.521729,4401000
2021-11-17,171.600006,172.740005,170.25,171.740005,171.431885,3940200
2021-11-18,172.330002,173.460007,170.360001,171.350006,171.042587,4044200
2021-11-19,172.149994,177.199997,170.529999,174.880005,174.566254,6145600
2021-11-22,174.979996,177.75,174.229996,174.240005,173.927399,5906400
2021-11-23,173.050003,173.429993,170.410004,172.149994,171.841141,5302100
2021-11-24,168.490005,172.429993,167.669998,172.029999,171.721359,4637600
2021-11-26,168.059998,169.679993,167.539993,168.020004,167.718567,4751100
2021-11-29,169.830002,171.149994,169.229996,169.869995,169.565231,5448700
2021-11-30,168.789993,171.550003,167.529999,169.240005,168.936371,11033700
2021-12-01,170.889999,173.369995,166.679993,166.699997,166.400925,6618200
2021-12-02,167.279999,170.550003,167.0,170.0,169.695007,4398900
2021-12-03,170.619995,172.070007,166.759995,170.240005,170.240005,4878200
2021-12-06,170.830002,171.210007,168.059998,168.910004,168.910004,5636900
2021-12-07,171.110001,173.350006,170.399994,171.289993,171.289993,5898700
2021-12-08,171.220001,171.789993,169.839996,170.25,170.25,5614400
2021-12-09,169.289993,171.169998,167.990005,168.100006,168.100006,5171600
2021-12-10,168.5,170.240005,167.330002,169.059998,169.059998,4791100
2021-12-13,168.809998,169.389999,165.259995,166.839996,166.839996,5972300
2021-12-14,166.289993,167.080002,164.210007,165.399994,165.399994,4872200
2021-12-15,165.0,165.669998,161.820007,163.899994,163.899994,7144600
2021-12-16,162.699997,165.940002,162.529999,162.720001,162.720001,7138100
2021-12-17,161.630005,162.860001,160.550003,161.360001,161.360001,7705100
2021-12-20,159.339996,159.600006,155.470001,156.979996,156.979996,8411900
2021-12-21,166.690002,171.190002,164.710007,166.630005,166.630005,13862900
2021-12-22,167.240005,169.0,164.089996,165.440002,165.440002,5811300
2021-12-23,166.25,167.160004,165.440002,165.669998,165.669998,3876900
2021-12-27,166.520004,167.690002,165.479996,167.580002,167.580002,3769300
2021-12-28,167.800003,168.25,166.300003,166.419998,166.419998,2658600
2021-12-29,167.070007,169.800003,166.600006,168.779999,168.779999,3830900
2021-12-30,168.309998,170.119995,167.199997,167.490005,167.490005,2666800
2021-12-31,167.559998,167.720001,166.210007,166.669998,166.669998,2751000
